date,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2007-12-01,50,21,77,62,52,38,55,83,35,37,5,37,1,37,0,37,1,37,0,37,0,37,0,37,0,37,0,61,4,61,1,61,0,61,1,61,0,61,0,61,0,61,0,61,0,49,7,49,1,49,0,49,1,49,1,49,0,49,1,49,0,49,0,69,36,69,6,69,1,69,4,69,4,69,0,69,3,69,0,69,0
2008-01-01,40,18,66,62,60,34,66,92,38,50,4,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,75,4,75,1,75,0,75,1,75,1,75,0,75,0,75,0,75,0,62,6,62,1,62,0,62,1,62,1,62,0,62,1,62,0,62,0,71,29,71,6,71,1,71,4,71,4,71,0,71,3,71,0,71,0
2008-02-01,44,21,66,61,66,21,69,87,52,46,4,46,1,46,0,46,1,46,1,46,0,46,0,46,0,46,0,72,4,72,1,72,0,72,1,72,1,72,0,72,0,72,0,72,0,66,6,66,1,66,0,66,1,66,1,66,0,66,1,66,0,66,0,74,31,74,6,74,1,74,4,74,5,74,0,74,3,74,0,74,0
2008-03-01,47,23,69,66,71,48,63,61,48,50,4,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,71,4,71,1,71,0,71,1,71,1,71,0,71,0,71,0,71,0,62,7,62,1,62,0,62,1,62,1,62,0,62,1,62,0,62,0,76,34,76,7,76,1,76,5,76,5,76,0,76,3,76,0,76,0
2008-04-01,68,27,98,68,83,33,83,88,61,50,6,50,1,50,0,50,1,50,1,50,0,50,1,50,0,50,0,73,6,73,1,73,0,73,1,73,1,73,0,73,1,73,0,73,0,66,9,66,2,66,0,66,1,66,1,66,0,66,1,66,0,66,0,78,48,78,8,78,2,78,5,78,6,78,0,78,4,78,0,78,0
2008-05-01,58,21,74,72,68,34,81,73,49,48,5,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,68,5,68,1,68,0,68,1,68,1,68,0,68,1,68,0,68,0,59,8,59,1,59,0,59,1,59,1,59,0,59,1,59,0,59,0,73,41,73,6,73,1,73,5,73,5,73,0,73,4,73,0,73,0
2008-06-01,29,18,62,68,60,14,84,100,54,48,3,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,67,3,67,1,67,0,67,1,67,1,67,0,67,1,67,0,67,0,52,4,52,1,52,0,52,1,52,1,52,0,52,1,52,0,52,0,59,20,59,5,59,1,59,5,59,4,59,0,59,4,59,0,59,0
2008-07-01,20,15,54,69,63,14,83,72,28,49,2,49,1,49,0,49,1,49,1,49,0,49,1,49,0,49,0,70,2,70,1,70,0,70,1,70,1,70,0,70,1,70,0,70,0,49,3,49,1,49,0,49,1,49,1,49,0,49,1,49,0,49,0,61,14,61,4,61,1,61,5,61,5,61,0,61,4,61,0,61,0
2008-08-01,15,12,47,59,63,20,73,71,41,45,1,45,0,45,0,45,1,45,1,45,0,45,0,45,0,45,0,69,1,69,0,69,0,69,1,69,1,69,0,69,0,69,0,69,0,54,2,54,1,54,0,54,1,54,1,54,0,54,1,54,0,54,0,59,11,59,3,59,1,59,4,59,5,59,0,59,4,59,0,59,0
2008-09-01,29,18,59,82,79,12,76,82,39,47,3,47,1,47,0,47,1,47,1,47,0,47,0,47,0,47,0,71,3,71,1,71,0,71,1,71,1,71,0,71,0,71,0,71,0,62,4,62,1,62,0,62,1,62,1,62,0,62,1,62,0,62,0,67,20,67,5,67,1,67,6,67,6,67,0,67,4,67,0,67,0
2008-10-01,35,22,71,96,88,63,83,76,55,47,3,47,1,47,0,47,1,47,1,47,0,47,1,47,0,47,0,74,3,74,1,74,0,74,1,74,1,74,0,74,1,74,0,74,0,63,5,63,1,63,0,63,1,63,1,63,0,63,1,63,0,63,0,79,25,79,6,79,1,79,7,79,6,79,0,79,4,79,0,79,0
2008-11-01,36,22,70,81,78,32,89,47,26,44,3,44,1,44,0,44,1,44,1,44,0,44,1,44,0,44,0,68,3,68,1,68,0,68,1,68,1,68,0,68,1,68,0,68,0,55,5,55,1,55,0,55,1,55,1,55,0,55,1,55,0,55,0,73,25,73,6,73,1,73,6,73,6,73,0,73,4,73,0,73,0
2008-12-01,34,20,61,69,63,13,69,65,30,41,3,41,1,41,0,41,1,41,1,41,0,41,0,41,0,41,0,64,3,64,1,64,0,64,1,64,1,64,0,64,0,64,0,64,0,48,5,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,70,24,70,6,70,1,70,5,70,5,70,0,70,3,70,0,70,0
2009-01-01,31,20,58,65,71,0,81,75,45,53,3,53,1,53,0,53,1,53,1,53,0,53,1,53,0,53,0,71,3,71,1,71,0,71,1,71,1,71,0,71,1,71,0,71,0,60,4,60,1,60,0,60,1,60,1,60,0,60,1,60,0,60,0,68,22,68,6,68,1,68,5,68,5,68,0,68,4,68,0,68,0
2009-02-01,32,21,61,88,81,19,91,81,57,50,3,50,1,50,0,50,1,50,1,50,0,50,1,50,0,50,0,74,3,74,1,74,0,74,1,74,1,74,0,74,1,74,0,74,0,64,4,64,1,64,0,64,1,64,1,64,0,64,1,64,0,64,0,76,22,76,6,76,1,76,6,76,6,76,0,76,5,76,0,76,0
2009-03-01,34,22,83,100,84,0,97,100,36,51,3,51,1,51,0,51,1,51,1,51,0,51,1,51,0,51,0,73,3,73,1,73,0,73,1,73,1,73,0,73,1,73,0,73,0,65,5,65,1,65,0,65,1,65,1,65,0,65,1,65,0,65,0,78,24,78,7,78,2,78,7,78,6,78,0,78,5,78,0,78,0
2009-04-01,41,27,100,89,88,17,100,70,46,48,4,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,73,4,73,1,73,0,73,1,73,1,73,0,73,1,73,0,73,0,61,6,61,2,61,0,61,1,61,1,61,0,61,1,61,0,61,0,76,29,76,8,76,2,76,6,76,6,76,0,76,5,76,0,76,0
2009-05-01,31,21,77,81,71,46,88,65,39,48,3,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,70,3,70,1,70,0,70,1,70,1,70,0,70,1,70,0,70,0,57,4,57,1,57,0,57,1,57,1,57,0,57,1,57,0,57,0,72,22,72,6,72,1,72,6,72,5,72,0,72,4,72,0,72,0
2009-06-01,21,23,66,75,63,6,89,56,45,50,2,50,1,50,0,50,1,50,1,50,0,50,1,50,0,50,0,71,2,71,1,71,0,71,1,71,1,71,0,71,1,71,0,71,0,51,3,51,1,51,0,51,1,51,1,51,0,51,1,51,0,51,0,64,15,64,7,64,1,64,5,64,5,64,0,64,4,64,0,64,0
2009-07-01,16,18,51,63,61,6,73,65,33,49,2,49,1,49,0,49,1,49,1,49,0,49,0,49,0,49,0,75,1,75,1,75,0,75,1,75,1,75,0,75,0,75,0,75,0,49,2,49,1,49,0,49,1,49,1,49,0,49,1,49,0,49,0,63,12,63,5,63,1,63,4,63,4,63,0,63,4,63,0,63,0
2009-08-01,11,14,40,58,64,22,69,63,42,48,1,48,1,48,0,48,1,48,1,48,0,48,0,48,0,48,0,82,1,82,1,82,0,82,1,82,1,82,0,82,0,82,0,82,0,53,2,53,1,53,0,53,1,53,1,53,0,53,1,53,0,53,0,60,8,60,4,60,1,60,4,60,5,60,0,60,3,60,0,60,0
2009-09-01,22,24,57,68,86,38,76,82,47,50,2,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,83,2,83,1,83,0,83,1,83,1,83,0,83,0,83,0,83,0,63,3,63,1,63,0,63,1,63,1,63,0,63,1,63,0,63,0,67,16,67,7,67,1,67,5,67,6,67,0,67,4,67,0,67,0
2009-10-01,29,32,69,72,93,26,94,82,54,47,3,47,1,47,0,47,1,47,1,47,0,47,1,47,0,47,0,88,3,88,1,88,0,88,1,88,1,88,0,88,1,88,0,88,0,59,4,59,2,59,0,59,1,59,1,59,0,59,1,59,0,59,0,77,20,77,10,77,1,77,5,77,7,77,0,77,5,77,0,77,0
2009-11-01,43,41,71,73,91,43,75,60,47,46,4,46,2,46,0,46,1,46,1,46,0,46,0,46,0,46,0,83,4,83,2,83,0,83,1,83,1,83,0,83,0,83,0,83,0,56,6,56,2,56,0,56,1,56,1,56,0,56,1,56,0,56,0,74,31,74,12,74,1,74,5,74,7,74,0,74,4,74,0,74,0
2009-12-01,53,46,82,56,67,47,71,61,38,40,5,40,2,40,0,40,1,40,1,40,0,40,0,40,0,40,0,70,5,70,2,70,0,70,0,70,1,70,0,70,0,70,0,70,0,47,7,47,3,47,0,47,1,47,1,47,0,47,1,47,0,47,0,71,38,71,14,71,2,71,4,71,5,71,0,71,4,71,0,71,0
2010-01-01,28,24,45,70,77,35,73,67,33,50,3,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,75,2,75,1,75,0,75,1,75,1,75,0,75,0,75,0,75,0,58,4,58,1,58,0,58,1,58,1,58,0,58,1,58,0,58,0,66,20,66,7,66,1,66,5,66,6,66,0,66,4,66,0,66,0
2010-02-01,33,28,58,71,92,26,92,73,51,48,3,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,73,3,73,1,73,0,73,1,73,1,73,0,73,1,73,0,73,0,62,5,62,2,62,0,62,1,62,1,62,0,62,1,62,0,62,0,69,23,69,8,69,1,69,5,69,7,69,0,69,5,69,0,69,0
2010-03-01,26,24,73,72,90,28,89,59,50,48,2,48,1,48,0,48,1,48,1,48,0,48,1,48,0,48,0,100,2,100,1,100,0,100,1,100,1,100,0,100,1,100,0,100,0,63,4,63,1,63,0,63,1,63,1,63,0,63,1,63,0,63,0,76,19,76,7,76,1,76,5,76,6,76,0,76,4,76,0,76,0
