Region,date,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
Abu Dhabi,2021-07-18,0,0,0,0,0,,,,,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0
Abu Dhabi,2021-07-19,0,15,0,0,0,,,,,51,0,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,48,0,48,2,48,0,48,0,48,0,48,0,48,0,48,0,48,0,22,0,22,2,22,0,22,0,22,0,22,0,22,0,22,0,22,0,7,0,7,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0
Abu Dhabi,2021-07-20,0,15,0,24,0,,,,,40,0,40,1,40,0,40,1,40,0,40,0,40,0,40,0,40,0,66,0,66,2,66,0,66,2,66,0,66,0,66,0,66,0,66,0,22,0,22,2,22,0,22,2,22,0,22,0,22,0,22,0,22,0,14,0,14,7,14,0,14,7,14,0,14,0,14,0,14,0,14,0
Abu Dhabi,2021-07-21,0,0,0,0,0,,,,,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0
Abu Dhabi,2021-07-22,100,0,0,26,0,,,,,46,2,46,0,46,0,46,1,46,0,46,0,46,0,46,0,46,0,71,3,71,0,71,0,71,2,71,0,71,0,71,0,71,0,71,0,34,4,34,0,34,0,34,2,34,0,34,0,34,0,34,0,34,0,22,15,22,0,22,0,22,7,22,0,22,0,22,0,22,0,22,0
Abu Dhabi,2021-07-23,0,0,0,27,28,,,,,59,0,59,0,59,0,59,1,59,1,59,0,59,0,59,0,59,0,61,0,61,0,61,0,61,2,61,2,61,0,61,0,61,0,61,0,31,0,31,0,31,0,31,2,31,2,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,8,31,8,31,0,31,0,31,0,31,0
Abu Dhabi,2021-07-24,0,29,0,24,25,,,,,53,0,53,2,53,0,53,1,53,1,53,0,53,0,53,0,53,0,60,0,60,3,60,0,60,1,60,2,60,0,60,0,60,0,60,0,23,0,23,4,23,0,23,2,23,2,23,0,23,0,23,0,23,0,47,0,47,13,47,0,47,7,47,7,47,0,47,0,47,0,47,0
Abu Dhabi,2021-07-25,0,0,0,43,22,,,,,59,0,59,0,59,0,59,1,59,1,59,0,59,0,59,0,59,0,52,0,52,0,52,0,52,3,52,1,52,0,52,0,52,0,52,0,44,0,44,0,44,0,44,3,44,2,44,0,44,0,44,0,44,0,30,0,30,0,30,0,30,12,30,6,30,0,30,0,30,0,30,0
Abu Dhabi,2021-07-26,0,13,0,0,22,,,,,68,0,68,1,68,0,68,0,68,1,68,0,68,0,68,0,68,0,82,0,82,1,82,0,82,0,82,1,82,0,82,0,82,0,82,0,43,0,43,2,43,0,43,0,43,2,43,0,43,0,43,0,43,0,37,0,37,6,37,0,37,0,37,6,37,0,37,0,37,0,37,0
Abu Dhabi,2021-07-27,0,14,0,44,0,,,,,59,0,59,1,59,0,59,2,59,0,59,0,59,0,59,0,59,0,67,0,67,1,67,0,67,3,67,0,67,0,67,0,67,0,67,0,36,0,36,2,36,0,36,3,36,0,36,0,36,0,36,0,36,0,56,0,56,6,56,0,56,12,56,0,56,0,56,0,56,0,56,0
Abu Dhabi,2021-07-28,0,0,0,21,22,,,,,55,0,55,0,55,0,55,1,55,1,55,0,55,0,55,0,55,0,53,0,53,0,53,0,53,1,53,1,53,0,53,0,53,0,53,0,37,0,37,0,37,0,37,2,37,2,37,0,37,0,37,0,37,0,48,0,48,0,48,0,48,6,48,6,48,0,48,0,48,0,48,0
Abu Dhabi,2021-07-29,0,14,0,0,0,,,,,49,0,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,53,0,53,1,53,0,53,0,53,0,53,0,53,0,53,0,53,0,42,0,42,2,42,0,42,0,42,0,42,0,42,0,42,0,42,0,32,0,32,6,32,0,32,0,32,0,32,0,32,0,32,0,32,0
Abu Dhabi,2021-07-30,0,31,45,0,0,,,,,62,0,62,2,62,1,62,0,62,0,62,0,62,0,62,0,62,0,50,0,50,3,50,2,50,0,50,0,50,0,50,0,50,0,50,0,35,0,35,4,35,2,35,0,35,0,35,0,35,0,35,0,35,0,21,0,21,14,21,7,21,0,21,0,21,0,21,0,21,0,21,0
Abu Dhabi,2021-07-31,0,0,0,0,24,,,,,62,0,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,90,0,90,0,90,0,90,0,90,1,90,0,90,0,90,0,90,0,35,0,35,0,35,0,35,0,35,2,35,0,35,0,35,0,35,0,100,0,100,0,100,0,100,0,100,7,100,0,100,0,100,0,100,0
Abu Dhabi,2021-08-01,0,0,0,45,46,,,,,58,0,58,0,58,0,58,2,58,2,58,0,58,0,58,0,58,0,79,0,79,0,79,0,79,3,79,3,79,0,79,0,79,0,79,0,49,0,49,0,49,0,49,3,49,4,49,0,49,0,49,0,49,0,51,0,51,0,51,0,51,13,51,13,51,0,51,0,51,0,51,0
Abu Dhabi,2021-08-02,0,0,0,0,0,,,,,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0
Abu Dhabi,2021-08-03,0,0,38,0,44,,,,,63,0,63,0,63,1,63,0,63,1,63,0,63,0,63,0,63,0,65,0,65,0,65,1,65,0,65,3,65,0,65,0,65,0,65,0,49,0,49,0,49,2,49,0,49,3,49,0,49,0,49,0,49,0,12,0,12,0,12,6,12,0,12,12,12,0,12,0,12,0,12,0
Abu Dhabi,2021-08-04,0,13,0,22,45,,,,,52,0,52,1,52,0,52,1,52,1,52,0,52,0,52,0,52,0,81,0,81,1,81,0,81,1,81,3,81,0,81,0,81,0,81,0,44,0,44,2,44,0,44,2,44,3,44,0,44,0,44,0,44,0,85,0,85,6,85,0,85,6,85,12,85,0,85,0,85,0,85,0
Abu Dhabi,2021-08-05,0,0,0,44,23,,,,,57,0,57,0,57,0,57,1,57,1,57,0,57,0,57,0,57,0,59,0,59,0,59,0,59,3,59,1,59,0,59,0,59,0,59,0,40,0,40,0,40,0,40,3,40,2,40,0,40,0,40,0,40,0,81,0,81,0,81,0,81,12,81,6,81,0,81,0,81,0,81,0
Abu Dhabi,2021-08-06,0,14,0,0,0,,,,,51,0,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,50,0,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,27,0,27,2,27,0,27,0,27,0,27,0,27,0,27,0,27,0,26,0,26,7,26,0,26,0,26,0,26,0,26,0,26,0,26,0
Abu Dhabi,2021-08-07,0,14,0,0,0,,,,,55,0,55,1,55,0,55,0,55,0,55,0,55,0,55,0,55,0,54,0,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,20,0,20,2,20,0,20,0,20,0,20,0,20,0,20,0,20,0,44,0,44,6,44,0,44,0,44,0,44,0,44,0,44,0,44,0
Abu Dhabi,2021-08-08,0,40,0,0,0,,,,,60,0,60,2,60,0,60,0,60,0,60,0,60,0,60,0,60,0,69,0,69,4,69,0,69,0,69,0,69,0,69,0,69,0,69,0,38,0,38,5,38,0,38,0,38,0,38,0,38,0,38,0,38,0,74,0,74,18,74,0,74,0,74,0,74,0,74,0,74,0,74,0
Abu Dhabi,2021-08-09,0,13,0,0,0,,,,,69,0,69,1,69,0,69,0,69,0,69,0,69,0,69,0,69,0,62,0,62,1,62,0,62,0,62,0,62,0,62,0,62,0,62,0,50,0,50,2,50,0,50,0,50,0,50,0,50,0,50,0,50,0,66,0,66,6,66,0,66,0,66,0,66,0,66,0,66,0,66,0
Abu Dhabi,2021-08-10,43,28,0,0,70,,,,,58,1,58,2,58,0,58,0,58,2,58,0,58,0,58,0,58,0,59,1,59,3,59,0,59,0,59,4,59,0,59,0,59,0,59,0,42,2,42,3,42,0,42,0,42,5,42,0,42,0,42,0,42,0,44,6,44,13,44,0,44,0,44,19,44,0,44,0,44,0,44,0
Abu Dhabi,2021-08-11,0,14,0,0,23,,,,,67,0,67,1,67,0,67,0,67,1,67,0,67,0,67,0,67,0,65,0,65,1,65,0,65,0,65,1,65,0,65,0,65,0,65,0,45,0,45,2,45,0,45,0,45,2,45,0,45,0,45,0,45,0,19,0,19,6,19,0,19,0,19,6,19,0,19,0,19,0,19,0
Abu Dhabi,2021-08-12,0,28,0,0,0,,,,,53,0,53,2,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,3,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,4,53,0,53,0,53,0,53,0,53,0,53,0,53,0,45,0,45,13,45,0,45,0,45,0,45,0,45,0,45,0,45,0
Abu Dhabi,2021-08-13,0,15,0,0,0,,,,,52,0,52,1,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,1,52,0,52,0,52,0,52,0,52,0,52,0,52,0,50,0,50,2,50,0,50,0,50,0,50,0,50,0,50,0,50,0,40,0,40,7,40,0,40,0,40,0,40,0,40,0,40,0,40,0
Abu Dhabi,2021-08-14,0,0,0,22,0,,,,,52,0,52,0,52,0,52,1,52,0,52,0,52,0,52,0,52,0,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,62,0,14,0,14,0,14,0,14,2,14,0,14,0,14,0,14,0,14,0,49,0,49,0,49,0,49,6,49,0,49,0,49,0,49,0,49,0
Abu Dhabi,2021-08-15,0,0,0,0,0,,,,,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0
Abu Dhabi,2021-08-16,0,0,0,0,0,,,,,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,85,0,85,0,85,0,85,0,85,0,85,0,85,0,85,0,85,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0
Abu Dhabi,2021-08-17,0,26,0,21,0,,,,,70,0,70,1,70,0,70,1,70,0,70,0,70,0,70,0,70,0,81,0,81,3,81,0,81,1,81,0,81,0,81,0,81,0,81,0,72,0,72,3,72,0,72,2,72,0,72,0,72,0,72,0,72,0,54,0,54,12,54,0,54,6,54,0,54,0,54,0,54,0,54,0
Abu Dhabi,2021-08-18,41,0,0,22,44,,,,,69,1,69,0,69,0,69,1,69,1,69,0,69,0,69,0,69,0,85,1,85,0,85,0,85,1,85,3,85,0,85,0,85,0,85,0,53,2,53,0,53,0,53,2,53,3,53,0,53,0,53,0,53,0,36,6,36,0,36,0,36,6,36,12,36,0,36,0,36,0,36,0
Abu Dhabi,2021-08-19,0,26,0,0,0,,,,,62,0,62,1,62,0,62,0,62,0,62,0,62,0,62,0,62,0,100,0,100,3,100,0,100,0,100,0,100,0,100,0,100,0,100,0,56,0,56,3,56,0,56,0,56,0,56,0,56,0,56,0,56,0,24,0,24,12,24,0,24,0,24,0,24,0,24,0,24,0,24,0
Abu Dhabi,2021-08-20,0,0,80,0,0,,,,,54,0,54,0,54,2,54,0,54,0,54,0,54,0,54,0,54,0,70,0,70,0,70,3,70,0,70,0,70,0,70,0,70,0,70,0,55,0,55,0,55,3,55,0,55,0,55,0,55,0,55,0,55,0,38,0,38,0,38,13,38,0,38,0,38,0,38,0,38,0,38,0
Abu Dhabi,2021-08-21,0,0,0,0,47,,,,,53,0,53,0,53,0,53,0,53,2,53,0,53,0,53,0,53,0,75,0,75,0,75,0,75,0,75,3,75,0,75,0,75,0,75,0,24,0,24,0,24,0,24,0,24,4,24,0,24,0,24,0,24,0,45,0,45,0,45,0,45,0,45,13,45,0,45,0,45,0,45,0
Abu Dhabi,2021-08-22,0,0,0,43,0,,,,,83,0,83,0,83,0,83,1,83,0,83,0,83,0,83,0,83,0,93,0,93,0,93,0,93,3,93,0,93,0,93,0,93,0,93,0,73,0,73,0,73,0,73,3,73,0,73,0,73,0,73,0,73,0,60,0,60,0,60,0,60,12,60,0,60,0,60,0,60,0,60,0
Abu Dhabi,2021-08-23,0,13,0,63,22,,,,,61,0,61,1,61,0,61,2,61,1,61,0,61,0,61,0,61,0,77,0,77,1,77,0,77,4,77,1,77,0,77,0,77,0,77,0,76,0,76,2,76,0,76,5,76,2,76,0,76,0,76,0,76,0,53,0,53,6,53,0,53,18,53,6,53,0,53,0,53,0,53,0
Abu Dhabi,2021-08-24,0,0,0,32,0,,,,,67,0,67,0,67,0,67,1,67,0,67,0,67,0,67,0,67,0,78,0,78,0,78,0,78,2,78,0,78,0,78,0,78,0,78,0,73,0,73,0,73,0,73,2,73,0,73,0,73,0,73,0,73,0,36,0,36,0,36,0,36,9,36,0,36,0,36,0,36,0,36,0
Abu Dhabi,2021-08-25,0,0,0,0,21,,,,,66,0,66,0,66,0,66,0,66,1,66,0,66,0,66,0,66,0,71,0,71,0,71,0,71,0,71,1,71,0,71,0,71,0,71,0,94,0,94,0,94,0,94,0,94,2,94,0,94,0,94,0,94,0,23,0,23,0,23,0,23,0,23,6,23,0,23,0,23,0,23,0
Abu Dhabi,2021-08-26,39,0,0,0,21,,,,,67,1,67,0,67,0,67,0,67,1,67,0,67,0,67,0,67,0,70,1,70,0,70,0,70,0,70,1,70,0,70,0,70,0,70,0,57,2,57,0,57,0,57,0,57,2,57,0,57,0,57,0,57,0,47,6,47,0,47,0,47,0,47,6,47,0,47,0,47,0,47,0
Abu Dhabi,2021-08-27,0,0,0,23,0,,,,,63,0,63,0,63,0,63,1,63,0,63,0,63,0,63,0,63,0,57,0,57,0,57,0,57,1,57,0,57,0,57,0,57,0,57,0,42,0,42,0,42,0,42,2,42,0,42,0,42,0,42,0,42,0,33,0,33,0,33,0,33,7,33,0,33,0,33,0,33,0,33,0
Abu Dhabi,2021-08-28,0,14,81,23,23,,,,,62,0,62,1,62,2,62,1,62,1,62,0,62,0,62,0,62,0,76,0,76,1,76,3,76,1,76,1,76,0,76,0,76,0,76,0,44,0,44,2,44,3,44,2,44,2,44,0,44,0,44,0,44,0,38,0,38,6,38,13,38,6,38,6,38,0,38,0,38,0,38,0
Abu Dhabi,2021-08-29,0,12,0,0,41,,,,,66,0,66,1,66,0,66,0,66,1,66,0,66,0,66,0,66,0,79,0,79,1,79,0,79,0,79,3,79,0,79,0,79,0,79,0,73,0,73,2,73,0,73,0,73,3,73,0,73,0,73,0,73,0,51,0,51,6,51,0,51,0,51,11,51,0,51,0,51,0,51,0
Abu Dhabi,2021-08-30,0,12,36,61,84,,,,,57,0,57,1,57,1,57,2,57,3,57,0,57,0,57,0,57,0,79,0,79,1,79,1,79,4,79,5,79,0,79,0,79,0,79,0,83,0,83,2,83,2,83,5,83,6,83,0,83,0,83,0,83,0,40,0,40,6,40,6,40,17,40,23,40,0,40,0,40,0,40,0
Abu Dhabi,2021-08-31,0,37,0,20,41,,,,,65,0,65,2,65,0,65,1,65,1,65,0,65,0,65,0,65,0,97,0,97,4,97,0,97,1,97,2,97,0,97,0,97,0,97,0,71,0,71,5,71,0,71,2,71,3,71,0,71,0,71,0,71,0,28,0,28,17,28,0,28,6,28,11,28,0,28,0,28,0,28,0
Abu Dhabi,2021-09-01,0,37,36,81,21,,,,,65,0,65,2,65,1,65,3,65,1,65,0,65,0,65,0,65,0,79,0,79,4,79,1,79,5,79,1,79,0,79,0,79,0,79,0,68,0,68,5,68,2,68,6,68,2,68,0,68,0,68,0,68,0,6,0,6,17,6,6,6,23,6,6,6,0,6,0,6,0,6,0
Abu Dhabi,2021-09-02,0,0,0,40,21,,,,,48,0,48,0,48,0,48,1,48,1,48,0,48,0,48,0,48,0,71,0,71,0,71,0,71,2,71,1,71,0,71,0,71,0,71,0,51,0,51,0,51,0,51,3,51,2,51,0,51,0,51,0,51,0,45,0,45,0,45,0,45,11,45,6,45,0,45,0,45,0,45,0
Abu Dhabi,2021-09-03,0,29,0,24,0,,,,,61,0,61,2,61,0,61,1,61,0,61,0,61,0,61,0,61,0,45,0,45,3,45,0,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,4,45,0,45,2,45,0,45,0,45,0,45,0,45,0,47,0,47,13,47,0,47,7,47,0,47,0,47,0,47,0,47,0
Abu Dhabi,2021-09-04,0,14,0,0,24,,,,,71,0,71,1,71,0,71,0,71,1,71,0,71,0,71,0,71,0,65,0,65,1,65,0,65,0,65,1,65,0,65,0,65,0,65,0,36,0,36,2,36,0,36,0,36,2,36,0,36,0,36,0,36,0,65,0,65,7,65,0,65,0,65,7,65,0,65,0,65,0,65,0
Abu Dhabi,2021-09-05,0,25,36,41,21,,,,,61,0,61,1,61,1,61,1,61,1,61,0,61,0,61,0,61,0,78,0,78,3,78,1,78,3,78,1,78,0,78,0,78,0,78,0,93,0,93,3,93,2,93,3,93,2,93,0,93,0,93,0,93,0,40,0,40,11,40,6,40,11,40,6,40,0,40,0,40,0,40,0
Abu Dhabi,2021-09-06,37,36,35,19,40,,,,,61,1,61,2,61,1,61,1,61,1,61,0,61,0,61,0,61,0,75,1,75,4,75,1,75,1,75,2,75,0,75,0,75,0,75,0,100,2,100,5,100,2,100,1,100,3,100,0,100,0,100,0,100,0,49,5,49,16,49,5,49,5,49,11,49,0,49,0,49,0,49,0
Abu Dhabi,2021-09-07,0,24,35,0,40,,,,,64,0,64,1,64,1,64,0,64,1,64,0,64,0,64,0,64,0,76,0,76,2,76,1,76,0,76,2,76,0,76,0,76,0,76,0,90,0,90,3,90,2,90,0,90,3,90,0,90,0,90,0,90,0,50,0,50,11,50,6,50,0,50,11,50,0,50,0,50,0,50,0
Abu Dhabi,2021-09-08,0,49,35,20,0,,,,,68,0,68,3,68,1,68,1,68,0,68,0,68,0,68,0,68,0,81,0,81,5,81,1,81,1,81,0,81,0,81,0,81,0,81,0,82,0,82,6,82,2,82,2,82,0,82,0,82,0,82,0,82,0,17,0,17,22,17,6,17,6,17,0,17,0,17,0,17,0,17,0
Abu Dhabi,2021-09-09,40,51,38,0,43,,,,,58,1,58,3,58,1,58,0,58,1,58,0,58,0,58,0,58,0,87,1,87,5,87,1,87,0,87,3,87,0,87,0,87,0,87,0,55,2,55,7,55,2,55,0,55,3,55,0,55,0,55,0,55,0,59,6,59,24,59,6,59,0,59,12,59,0,59,0,59,0,59,0
Abu Dhabi,2021-09-10,0,0,43,49,0,,,,,56,0,56,0,56,1,56,2,56,0,56,0,56,0,56,0,56,0,73,0,73,0,73,2,73,3,73,0,73,0,73,0,73,0,73,0,42,0,42,0,42,2,42,4,42,0,42,0,42,0,42,0,42,0,34,0,34,0,34,7,34,14,34,0,34,0,34,0,34,0,34,0
Abu Dhabi,2021-09-11,0,43,0,0,24,,,,,66,0,66,2,66,0,66,0,66,1,66,0,66,0,66,0,66,0,64,0,64,4,64,0,64,0,64,1,64,0,64,0,64,0,64,0,70,0,70,5,70,0,70,0,70,2,70,0,70,0,70,0,70,0,72,0,72,20,72,0,72,0,72,7,72,0,72,0,72,0,72,0
